personid,appyear,gpa,stem,schoolsel,major1,major2,minor,major1group,major2group,minorgroup,undergrad_uni,essay1length,essay2length,essay3length,essayuniquewords,essayssentiment,signupdate,starteddate,appdeadline,submitteddate,attendedevent,completedadm
15193,2015-16,2.74,0,more_selective,history,psychology,none,humanities,social sciences,none,other,291,249,292,370,-0.203530598,15,15,October,0,0,1
15194,2015-16,3.49,1,more_selective,chemistry,none,none,stem,none,none,other,204,224,212,323,0.56866192,15,15,October,1,0,1
15195,2015-16,2.64,0,selective,education (general),none,none,education,none,none,other,93,93,66,138,0.491212153,15,15,October,14,0,1
15196,2015-16,3.2,0,most_selective,history,none,other,humanities,none,other,school 670,174,72,71,182,0.346514678,15,15,October,5,0,1
15197,2015-16,3,0,selective,history,none,none,humanities,none,none,other,294,253,209,335,-0.487297498,15,15,October,15,0,0
15198,2015-16,3.12,0,less_selective,journalism,none,none,business,none,none,other,126,285,103,236,-0.444115091,15,15,October,2,0,1
15199,2015-16,3.18,0,selective,other,none,none,other,none,none,other,296,62,64,222,0.15045773,14,14,October,14,0,1
15201,2015-16,2.83,0,more_selective,other,none,none,other,none,none,other,233,234,259,312,0.570713126,1,1,October,1,0,1
15203,2015-16,3.29,1,selective,biology,none,none,stem,none,none,other,295,184,242,324,-0.172270439,14,14,October,1,0,1
15204,2015-16,3.43,0,more_selective,history,none,none,humanities,none,none,other,216,214,124,268,0.601209636,14,14,October,0,0,1
15205,2015-16,2.55,0,less_selective,other,none,none,other,none,none,other,81,52,65,122,0.597480102,14,14,October,4,0,1
15206,2015-16,3.01,0,selective,art,none,none,humanities,none,none,other,172,248,174,293,0.127407318,7,7,October,0,0,1
15207,2015-16,2.77,0,most_selective,other,marketing,sociology,other,business,social sciences,other,259,291,283,441,0.049063282,14,14,October,0,0,1
15208,2015-16,3.73,0,most_selective,international studies/relations,none,none,social sciences,none,none,other,271,288,283,383,0.444239842,11,11,October,0,0,1
15209,2015-16,2.86,0,more_selective,psychology,none,education (general),social sciences,none,education,other,150,279,228,333,-0.548232052,12,12,October,1,0,1
15210,2015-16,3.32,0,more_selective,other,none,none,other,none,none,school 1533,192,110,88,209,0.321102076,14,14,October,14,0,1
15211,2015-16,3.57,0,unknown,international studies/relations,other,business,social sciences,other,business,other,296,231,223,340,0.068290376,14,14,October,14,0,0
15212,2015-16,3.21594481,0,more_selective,other,none,education (general),other,none,education,other,292,213,292,380,-0.082544377,1,1,October,0,0,1
15213,2015-16,2.94,0,unknown,other,none,none,other,none,none,other,192,270,164,296,-0.173556949,14,14,October,0,0,1
15214,2015-16,2.66,1,more_selective,other,none,none,other,none,none,school 959,65,213,111,192,0.423206471,14,14,October,14,0,1
15215,2015-16,3.23,0,less_selective,other,none,none,other,none,none,other,13,14,25,42,-0.773486159,14,14,October,14,0,1
15217,2015-16,2.95,0,unknown,english literature,none,other,humanities,none,other,other,43,84,37,107,0.094453106,14,14,October,14,0,1
15218,2015-16,2.8,0,selective,other,none,psychology,other,none,social sciences,other,211,191,284,308,0.053295755,14,14,October,0,0,0
15219,2015-16,3.25,0,selective,political science,international studies/relations,other,social sciences,social sciences,other,school 851,28,87,95,125,0.05620118,14,14,October,14,0,1
15220,2015-16,3,0,unknown,business,none,none,business,none,none,other,86,57,2,85,0.719283643,14,14,October,14,0,1
15221,2015-16,2.73,0,selective,marketing,other,none,business,other,none,other,26,14,90,86,0.429089649,14,14,October,14,0,1
15222,2015-16,2.62,0,most_selective,other,none,none,other,none,none,other,244,255,174,309,0.547040289,14,14,October,0,0,1
15223,2015-16,2.5,0,selective,other,none,none,other,none,none,other,83,50,70,108,1.293423568,14,14,October,14,0,1
15224,2015-16,2.43,0,most_selective,psychology,none,spanish,social sciences,none,humanities,other,218,143,129,241,0.118005169,14,14,October,0,0,1
15225,2015-16,2.84,1,selective,chemistry,none,other,stem,none,other,other,140,166,130,228,0.110749936,10,10,October,10,0,1
15226,2015-16,3.77,0,least_selective,management,none,none,business,none,none,other us university,293,289,285,358,0.376739196,14,14,October,0,0,0
15227,2015-16,2.72,0,more_selective,anthropology,none,none,social sciences,none,none,school 401,251,288,244,385,0.070232775,3,3,October,0,0,1
15229,2015-16,3.52,0,more_selective,history,none,none,humanities,none,none,other,246,242,214,367,0.019317432,14,14,October,-1,0,1
15230,2015-16,3.47,0,unknown,history,none,education (secondary),humanities,none,education,other,36,64,41,92,0.144006436,14,14,October,4,0,1
15231,2015-16,3.05,0,less_selective,psychology,none,management,social sciences,none,business,other,57,63,115,139,0.137617854,14,14,October,14,0,1
15232,2015-16,3.26,0,selective,anthropology,none,sociology,social sciences,none,social sciences,other,294,127,139,275,-0.587831559,14,14,October,4,0,1
15234,2015-16,3.47,0,selective,other,none,other,other,none,other,other,296,293,138,319,0.816858548,14,14,October,6,0,1
15235,2015-16,3.4,0,more_selective,history,other,none,humanities,other,none,school 1533,225,292,218,366,0.187489299,14,14,October,0,0,1
15236,2015-16,3.06,0,more_selective,other,none,anthropology,other,none,social sciences,school 401,290,284,283,370,-0.543186318,9,9,October,0,0,1
15238,2015-16,3,0,more_selective,business,none,none,business,none,none,other,299,292,293,372,-0.020637188,14,14,October,10,0,1
15239,2015-16,3.2,0,more_selective,political science,none,other,social sciences,none,other,other,243,281,275,359,0.135652347,14,14,October,3,0,1
15240,2015-16,3.52,0,selective,other,none,none,other,none,none,school 851,236,248,291,356,-0.410857502,14,14,October,-1,0,1
15241,2015-16,2.7,0,selective,history,none,none,humanities,none,none,other,134,259,189,260,-0.220046459,8,8,October,0,1,1
15242,2015-16,2.9,0,selective,education (elementary),none,none,education,none,none,other,78,59,56,107,0.239533789,14,14,October,14,0,1
15243,2015-16,3.8,0,most_selective,other,economics,philosophy,other,social sciences,humanities,other,214,294,284,383,0.052537393,14,14,October,0,0,1
15244,2015-16,2.9,0,unknown,english,none,none,humanities,none,none,other,296,216,198,329,0.390479635,13,13,October,12,0,1
15245,2015-16,2.8,0,most_selective,psychology,none,none,social sciences,none,none,other,171,188,148,239,0.156154199,13,13,October,0,0,1
15246,2015-16,3.3,0,less_selective,english literature,none,journalism,humanities,none,business,other,281,125,278,314,-0.085183575,13,13,October,2,0,1
15248,2015-16,3,1,less_selective,education (general),biology,biology,education,stem,stem,other,99,92,108,149,0.818131551,13,13,October,13,0,0
15249,2015-16,2.61,0,more_selective,psychology,communications,none,social sciences,business,none,other,200,264,294,304,0.269911609,14,14,October,1,1,1
15250,2015-16,3.48,0,selective,education (elementary),none,none,education,none,none,other,297,293,293,368,0.102609602,14,14,October,0,0,1
15251,2015-16,3.79,1,unknown,chemistry,none,none,stem,none,none,other,261,264,257,371,-0.217631596,13,13,October,3,0,1
15252,2015-16,3.68,0,unknown,other,none,none,other,none,none,other,259,280,263,297,0.027708916,13,13,October,5,0,1
15254,2015-16,3,0,more_selective,international studies/relations,none,other,social sciences,none,other,school 401,284,234,171,309,-0.301881926,3,3,October,0,0,1
15256,2015-16,2.9,0,unknown,other,business,business,other,business,business,other,44,33,16,69,0.7900954,13,13,October,13,0,1
15257,2015-16,3.65,0,selective,other,none,spanish,other,none,humanities,other,41,37,30,79,0.030610538,14,14,October,14,0,1
15258,2015-16,3.45,0,selective,english,none,other,humanities,none,other,other,298,290,182,344,-0.267452061,14,14,October,11,0,1
15259,2015-16,2.51,0,more_selective,sociology,none,none,social sciences,none,none,other,231,117,61,231,-0.073591347,14,14,October,14,0,1
15261,2015-16,3.75,0,less_selective,education early childhood,none,none,education,none,none,other,80,115,79,168,0.77330393,13,13,October,13,0,0
15262,2015-16,3.02,0,selective,psychology,none,none,social sciences,none,none,other,296,287,297,364,0.013521579,14,14,October,0,0,1
15265,2015-16,3.19,1,selective,other,none,none,other,none,none,other,231,266,179,323,-0.11012465,14,14,October,5,0,1
15266,2015-16,3.18,1,more_selective,other,none,none,other,none,none,other,259,220,208,279,0.290284709,14,14,October,1,0,1
15267,2015-16,3.37,1,selective,biology,none,psychology,stem,none,social sciences,other,254,247,285,339,0.39862292,13,9,October,0,0,0
15268,2015-16,2.93,0,least_selective,other,none,none,other,none,none,other,95,69,100,133,0.084599311,13,12,October,10,0,1
15269,2015-16,3.22,0,selective,history,none,none,humanities,none,none,other,296,281,292,330,0.133266311,14,14,October,14,0,1
15270,2015-16,3.76,0,selective,english,education (secondary),none,humanities,education,none,other,292,298,293,408,-0.026105228,14,14,October,-1,0,0
15271,2015-16,3,0,most_selective,sociology,none,none,social sciences,none,none,school 60,247,258,277,331,0.429696965,0,0,October,0,0,0
15273,2015-16,3.21,0,less_selective,other,none,none,other,none,none,other,287,249,160,319,0.000981588,4,4,October,0,0,1
15274,2015-16,3.1,0,more_selective,education early childhood,none,none,education,none,none,school 401,150,183,143,248,0.114086863,14,14,October,13,0,0
15275,2015-16,3.93,0,most_selective,sociology,none,education (general),social sciences,none,education,other,177,159,286,300,0.188151871,13,13,October,13,0,1
15276,2015-16,2.67,0,selective,art,none,none,humanities,none,none,other,297,250,190,300,-0.066855321,14,14,October,4,0,1
15277,2015-16,2.89,1,selective,biology,none,none,stem,none,none,other,293,281,204,341,0.321064125,14,14,October,0,0,1
15278,2015-16,3.59,1,more_selective,other,none,mathematics,other,none,stem,other,272,266,283,331,0.304407214,14,14,October,0,0,1
15279,2015-16,3.55,0,most_selective,other,other,psychology,other,other,social sciences,other,292,253,171,327,0.47498639,13,13,October,0,0,0
15280,2015-16,2.94,0,unknown,other,other,none,other,other,none,other,237,290,243,335,0.197924521,14,14,October,13,0,0
15282,2015-16,2.63,0,selective,communications,none,other,business,none,other,other,51,82,63,125,0.466630192,13,13,October,13,0,1
15283,2015-16,2.99,1,unknown,biology,none,other,stem,none,other,other,252,283,271,358,0.445452599,13,13,October,0,0,0
15284,2015-16,3.69,0,selective,communications,none,anthropology,business,none,social sciences,other,281,283,142,359,-0.15646196,13,13,October,6,0,0
15286,2015-16,3.12,0,most_selective,sociology,none,none,social sciences,none,none,school 60,293,271,294,330,-0.00185713,3,3,October,-1,0,0
15287,2015-16,3.46,0,most_selective,history,none,none,humanities,none,none,school 155,292,107,188,303,0.409206256,13,13,October,6,0,1
15288,2015-16,2.87,0,selective,history,none,political science,humanities,none,social sciences,other,294,252,227,357,-0.178915352,13,13,October,13,0,1
15289,2015-16,2.61,0,selective,anthropology,none,none,social sciences,none,none,school 851,79,50,112,146,1.138344225,13,13,October,13,0,1
15290,2015-16,3.69,1,selective,biology,none,none,stem,none,none,other,265,292,296,378,0.401102826,13,13,October,2,0,1
15292,2015-16,3.06,0,more_selective,economics,none,other,social sciences,none,other,other,214,164,186,258,-0.038878266,13,13,October,0,1,1
15293,2015-16,3.38,1,more_selective,education (secondary),mathematics,other,education,stem,other,other,288,272,263,326,-0.115704956,13,13,October,0,0,1
15294,2015-16,3,0,least_selective,other,other,other,other,other,other,other,295,124,102,245,-0.409326112,13,13,October,12,0,1
15295,2015-16,2.92,0,selective,sociology,none,english,social sciences,none,humanities,other,289,191,101,241,0.229619086,13,13,October,11,0,1
15297,2015-16,3.35,0,most_selective,psychology,none,none,social sciences,none,none,school 670,294,281,263,381,-0.480467288,13,11,October,11,0,1
15298,2015-16,3.4,0,unknown,history,none,none,humanities,none,none,other,299,285,199,331,0.183061195,13,13,October,0,0,0
15299,2015-16,3.96,0,less_selective,education (elementary),none,none,education,none,none,other,57,91,77,129,0.216950034,13,13,October,13,0,1
15300,2015-16,3.34,0,more_selective,other,none,anthropology,other,none,social sciences,other,74,128,73,172,-0.559522573,13,13,October,13,0,0
15301,2015-16,3.74,0,most_selective,other,none,other,other,none,other,other,297,292,295,443,-0.023626825,13,13,October,1,0,1
15302,2015-16,3.05,0,least_selective,business,none,none,business,none,none,other,288,288,283,343,0.111075512,13,13,October,1,0,1
15303,2015-16,2.9,0,unknown,other,none,none,other,none,none,other,268,169,132,245,0.05984671,13,13,October,13,0,1
15304,2015-16,2.78,0,unknown,other,education (elementary),psychology,other,education,social sciences,other,287,265,248,292,0.048299043,13,13,October,2,0,1
15305,2015-16,3.8,1,most_selective,other,none,none,other,none,none,other,298,292,295,397,0.196391354,13,13,October,0,1,0
15306,2015-16,3.38,0,least_selective,other,none,none,other,none,none,other,263,293,272,366,0.055629281,13,13,October,1,1,1
15307,2015-16,3.65,0,selective,communications,none,other,business,none,other,other,291,294,298,412,-0.095287136,13,13,October,0,0,1
15308,2015-16,3.72,0,selective,other,none,none,other,none,none,other,233,257,296,341,0.2250048,13,13,October,1,0,1
15309,2015-16,3.23,0,most_selective,other,none,none,other,none,none,other,290,235,276,332,0.408325816,13,13,October,1,0,1
15310,2015-16,3.4,0,most_selective,economics,other,none,social sciences,other,none,other,270,298,186,336,0.086517804,13,13,October,0,0,0
15311,2015-16,3.47,0,more_selective,other,none,none,other,none,none,other,216,234,242,293,0.361568197,13,13,October,0,0,0
15312,2015-16,2.74,1,more_selective,other,none,other,other,none,other,other,82,152,183,236,-0.195984465,13,13,October,0,0,1
15313,2015-16,3.2,0,selective,other,none,none,other,none,none,other,123,131,206,222,0.468390272,13,13,October,3,0,1
15314,2015-16,3.97,0,more_selective,english,none,anthropology,humanities,none,social sciences,other,204,248,252,346,0.40250017,13,13,October,0,0,1
15315,2015-16,3.81,1,selective,biology,none,none,stem,none,none,other,117,290,297,335,0.427222273,13,13,October,0,0,1
15318,2015-16,3.78,0,selective,anthropology,other,none,social sciences,other,none,other,254,284,139,343,-0.289743907,12,12,October,0,0,1
15319,2015-16,3.11,1,less_selective,other,none,none,other,none,none,other,293,295,289,362,0.550576378,12,12,October,0,0,1
15320,2015-16,3.3,0,selective,business,none,none,business,none,none,other,27,31,42,76,0.166419842,12,12,October,2,0,1
15321,2015-16,3.61,1,selective,other,none,none,other,none,none,school 305,214,274,232,313,0.230235628,1,1,January,1,0,1
15322,2015-16,3.17,0,selective,history,none,criminal justice,humanities,none,social sciences,other,207,230,274,307,0.056869532,12,12,October,10,0,1
15323,2015-16,2.86,0,selective,business,marketing,none,business,business,none,other,119,47,25,123,-0.056969736,12,12,October,10,0,1
15324,2015-16,3.04,0,selective,business,other,none,business,other,none,other,71,90,75,118,0.626193065,12,2,October,1,0,1
15325,2015-16,3.15,0,selective,business,other,none,business,other,none,other,294,253,254,331,0.202766767,12,12,October,12,0,1
